fsa,total_private_dwellings,occupied_by_type_total,single_detached,semi_detached,row_house,apt_duplex,apt_lt5,apt_5plus,other_single_attached,movable,median_income
S0A,27603,22735,20460,435,430,185,640,0,40,550,66500
S0C,11121,8820,7655,125,145,30,190,0,40,640,84000
S0E,16177,13365,11070,375,95,90,1105,145,10,465,70000
S0G,33003,26600,23800,590,475,80,625,5,70,955,81000
S0H,11473,9205,8155,245,195,50,235,0,85,240,72500
S0J,25168,17725,15390,725,295,110,405,0,85,720,71000
S0K,37514,33685,28815,1110,1200,515,1200,0,90,750,91000
S0L,14774,12255,10505,225,200,60,625,15,45,575,83000
S0M,23520,17385,14785,730,275,110,330,15,40,1105,71000
S0N,10151,8070,7290,80,100,20,240,0,30,310,72500
S0P,2104,1795,1465,110,40,0,25,0,5,145,80000
S2V,505,355,345,5,0,0,0,0,0,0,128000
S3N,8537,7910,5825,275,230,55,1345,0,0,175,78000
S4A,5770,4985,3395,150,160,75,930,45,5,225,97000
S4H,5509,5020,3415,140,105,50,1060,115,5,130,82000
S4K,49,35,30,0,0,0,0,0,0,5,
S4L,1884,1850,1765,15,20,0,5,0,0,50,164000
S4N,12993,12140,8745,610,800,605,1080,150,10,140,82000
S4P,8233,6910,1675,85,405,165,2350,2170,10,50,51200
S4R,14878,13950,9825,435,445,365,2530,330,5,20,81000
S4S,15091,14290,8585,100,840,155,3705,895,5,0,89000
S4T,15314,13575,9795,375,395,480,2355,170,0,0,71500
S4V,13228,12725,8195,485,1140,135,2630,145,0,0,119000
S4W,5941,5455,2345,180,825,210,1515,380,0,0,97000
S4X,11444,11145,7740,330,1140,65,1770,100,0,0,109000
S4Y,2033,1980,1725,25,30,25,120,45,0,0,139000
S4Z,707,650,125,20,5,0,500,0,0,0,84000
S6H,13539,12290,9035,295,300,355,1610,635,50,20,71000
S6J,2546,2375,1320,35,105,0,625,5,30,250,88000
S6K,483,465,440,20,0,5,0,0,0,0,127000
S6V,17131,15800,10740,375,460,305,3075,590,10,240,75500
S6W,166,145,40,25,10,0,40,30,0,0,81000
S6X,778,765,615,85,30,0,25,0,0,0,154000
S7A,44,45,40,0,0,0,0,0,0,0,
S7B,217,210,10,0,0,0,0,0,0,200,75000
S7C,467,390,390,0,0,0,0,0,0,0,153000
S7H,17436,16170,7785,760,805,1180,5365,165,5,110,76000
S7J,13436,12825,8090,595,355,580,2695,505,5,0,87000
S7K,18371,17110,9035,680,505,435,3435,2945,10,65,83000
S7L,16917,15430,11045,535,465,1205,2160,20,5,5,80000
S7M,14577,13020,6440,565,345,830,4555,245,15,25,69000
S7N,12398,11380,5515,535,925,725,2820,630,5,225,84000
S7P,65,60,60,0,0,0,0,0,0,0,
S7R,2968,2825,1860,45,515,235,165,0,0,0,112000
S7S,2338,2235,1315,0,250,5,660,0,0,0,107000
S7T,6930,6440,3240,120,1120,240,1550,175,0,0,105000
S7V,6471,6125,3455,160,1180,415,910,0,0,0,112000
S7W,7168,6640,3570,5,990,690,1350,35,0,0,115000
S9A,6750,6075,4270,190,235,100,1025,150,35,70,75000
S9H,8611,7895,5310,395,365,165,1285,105,10,265,80000
S9V,6099,5405,3440,105,760,45,810,65,0,180,90000
S9X,3095,2850,2100,180,175,70,160,0,10,155,88000
T0A,27641,22165,18455,480,390,160,805,5,30,1835,88000
T0B,28586,24590,21450,290,295,120,380,10,135,1920,83000
T0C,29839,24010,20105,315,435,80,570,5,45,2460,80000
T0E,21807,16110,12495,285,480,85,740,0,35,1990,86000
T0G,18790,14995,10925,280,420,65,600,0,20,2685,85000
T0H,32729,28180,22170,470,750,150,760,5,55,3815,89000
T0J,20564,18210,15640,470,295,75,690,5,45,1000,83000
T0K,21924,19075,16910,320,370,215,335,5,70,855,81000
T0L,21062,18865,15775,750,505,210,670,20,35,910,84000
T0M,29058,26065,20200,1030,850,120,660,5,70,3125,86000
T0P,1470,1125,860,55,35,15,35,0,0,120,82000
T1A,12341,11440,7025,385,600,430,2430,135,25,410,65500
T1B,13781,13285,9255,860,935,40,1755,0,0,435,91000
T1C,4147,3965,2375,310,190,15,910,95,0,65,92000
T1G,4101,3960,2985,205,75,120,425,0,5,150,84000
T1H,12017,11430,7400,925,765,895,1200,0,5,235,76500
T1J,11692,10735,5920,545,780,1050,1845,495,5,100,81000
T1K,20198,19005,12730,1030,940,1100,2400,330,0,465,88000
T1L,2875,2570,290,225,285,495,1250,0,20,0,88000
T1M,3712,3615,2875,125,120,40,160,0,5,290,92000
T1P,6817,6505,4115,700,560,60,735,0,0,335,93000
T1R,6340,5965,3435,400,565,185,795,0,0,585,93000
T1S,15604,15110,12585,635,650,120,960,0,10,155,126000
T1V,6505,6310,3445,1035,715,100,720,0,5,295,84000
T1W,9845,7235,2895,575,1380,400,1710,255,10,10,106000
T1X,8037,7790,6265,620,675,15,200,0,0,15,131000
T1Y,18409,17210,10420,1745,2065,1315,1365,5,0,295,85000
T1Z,822,775,755,0,0,5,0,0,0,10,133000
T2A,22555,21005,9215,1235,3100,2845,3745,125,0,755,75000
T2B,9835,9235,4800,710,935,925,1810,0,5,55,72500
T2C,8525,8230,5215,480,730,575,1080,5,0,140,94000
T2E,19054,17545,4945,1160,1405,2350,6210,1465,10,0,77500
T2G,10983,9420,1335,200,520,410,1275,5670,5,0,70500
T2H,4592,4295,1925,120,190,105,1215,745,0,0,68500
T2J,17613,17105,12530,510,1605,130,2095,195,5,35,103000
T2K,15319,14530,7295,1460,2045,1305,2195,230,0,0,80000
T2L,6689,6140,3795,90,610,180,820,650,0,0,86000
T2M,9760,8990,3725,1445,210,1690,1785,120,10,0,92000
T2N,13130,11865,4235,1055,500,840,3805,1415,20,0,94000
T2P,9867,8260,125,5,95,0,215,7820,0,5,67000
T2R,13181,11615,30,5,175,10,1550,9840,5,0,72500
T2S,8747,7965,2140,190,170,315,2945,2200,0,0,88000
T2T,16539,15130,4265,1535,960,1060,6405,840,60,0,93000
T2V,15618,14795,6820,635,1240,280,3530,2275,0,5,85000
T2W,16823,16325,10265,1210,2830,170,1840,5,0,5,95000
T2X,19797,19310,12930,1695,1955,175,2555,0,0,0,116000
T2Y,21448,20945,15050,950,1380,215,3325,15,0,5,108000
T2Z,25217,24720,18135,1085,2820,60,2615,5,0,5,118000
T3A,19432,18800,13450,955,1765,145,1740,735,0,0,110000
T3B,17084,15965,8740,1325,1975,635,2150,660,5,480,96000
T3C,12822,11670,3135,545,465,870,3760,2890,5,0,75000
T3E,19562,18440,7095,1745,3330,1200,4140,880,50,0,90000
T3G,21032,20585,14915,840,2080,155,2440,145,5,0,112000
T3H,26491,25550,17270,1830,2985,20,2615,825,0,0,139000
T3J,22350,21115,14605,1090,1600,2375,1450,0,0,0,98000
T3K,27820,27115,19305,2090,2675,275,2770,0,0,0,103000
T3L,10546,10275,8860,405,495,15,490,5,0,0,143000
T3M,20745,19895,12530,1675,1755,110,3715,125,0,0,126000
T3N,10566,9985,4610,850,1395,315,2795,15,0,0,99000
T3P,8992,8690,6540,665,1060,35,120,275,0,5,122000
T3R,11849,11440,7585,215,1740,50,1320,530,0,0,118000
T3S,121,115,115,0,0,0,0,0,0,0,90000
T3Z,3730,3565,3270,260,0,5,10,0,0,15,216000
T4A,7439,7190,5485,185,495,20,850,0,0,150,112000
T4B,21015,20465,13030,1430,3335,75,2415,45,70,65,110000
T4C,14724,13970,9070,1745,1800,110,1215,0,5,15,115000
T4E,2091,1940,1635,5,10,5,65,0,0,225,104000
T4G,6073,5125,3470,290,255,55,530,0,5,520,82000
T4H,5163,4795,3245,370,190,165,525,0,15,280,86000
T4J,4758,4465,3350,165,85,120,500,0,5,235,85000
T4L,7055,6600,4580,470,255,120,705,0,15,455,91000
T4M,2851,2740,2005,145,365,45,140,0,5,35,110000
T4N,15796,14235,5785,650,1205,960,4925,590,30,85,64500
T4P,13583,12855,6735,1410,1655,315,1955,0,0,795,88000
T4R,14372,13755,9280,1215,1215,220,1645,5,0,170,105000
T4S,9284,8150,5625,420,885,245,560,140,5,265,96000
T4T,5549,5130,3580,325,95,40,365,0,10,720,82000
T4V,9281,8670,5590,565,455,200,1605,60,10,190,78000
T4X,9122,8790,7275,465,445,20,460,0,0,125,131000
T5A,14270,13360,5395,755,3385,125,3530,165,0,5,79500
T5B,8185,7120,3440,405,100,695,2340,130,0,0,64000
T5C,6558,6100,3850,270,460,170,1280,65,0,0,76000
T5E,13556,12635,6590,1055,1990,590,2275,130,0,5,79000
T5G,6855,5815,2800,185,125,585,2085,30,5,0,63600
T5H,16659,13800,1395,235,150,375,9390,2240,20,0,50000
T5J,5654,4010,5,0,0,0,1165,2840,0,0,67500
T5K,16632,14330,220,25,190,20,3660,10220,0,0,64500
T5L,7206,6635,4385,330,685,475,755,0,5,5,82000
T5M,7919,7125,2730,285,260,295,3020,525,5,0,67000
T5N,8006,7165,3200,130,65,115,1900,1740,5,0,86000
T5P,10341,9250,3865,580,290,440,3900,170,0,0,64000
T5R,10373,9845,6735,75,455,240,1730,620,0,0,96000
T5S,3017,2920,1615,675,175,25,95,5,0,330,115000
T5T,30147,28885,14365,2195,5185,60,6040,1025,0,5,96000
T5V,62,60,55,0,0,0,0,0,0,0,
T5W,9056,8330,5500,285,940,280,1330,0,5,0,76500
T5X,16015,15345,8625,1535,2585,80,2515,0,0,0,91000
T5Y,19752,18775,10110,1690,1830,90,4195,200,0,650,100000
T5Z,12095,11655,8115,780,970,20,1770,0,5,0,109000
T6A,6772,6315,4120,110,235,685,945,215,0,0,95000
T6B,4284,4055,2830,200,5,180,830,0,5,20,92000
T6C,10541,9675,5065,310,335,935,2080,940,5,0,82000
T6E,14444,12540,3100,145,260,1280,5705,2040,5,5,67500
T6G,6474,5325,1905,60,40,730,805,1785,0,0,75000
T6H,13289,11960,5370,290,1535,650,2905,1205,5,0,86000
T6J,19657,18430,9225,630,2200,70,4880,1420,0,0,90000
T6K,10871,10235,5150,540,2795,195,1365,100,0,90,84000
T6L,18756,17870,10925,775,2730,430,2730,255,0,0,90000
T6M,12285,11830,8260,1375,1020,70,650,445,0,10,125000
T6N,12,0,0,0,0,0,0,0,0,0,
T6P,867,825,20,0,0,0,0,0,0,800,67500
T6R,16866,16140,10335,1590,1690,15,2455,55,0,0,129000
T6S,6,0,0,0,0,0,0,0,0,0,
T6T,14583,14085,8700,2235,850,100,2195,0,0,0,110000
T6V,7492,7235,4735,505,505,0,1495,0,0,0,110000
T6W,32278,30350,14960,4925,2265,40,7350,805,0,5,111000
T6X,17019,16320,8800,2955,2555,65,1905,15,15,5,116000
T6Y,102,95,80,0,0,0,5,0,0,5,
T7A,4934,4490,3000,195,60,55,485,0,5,695,92000
T7E,6005,5400,3575,70,170,40,595,0,20,935,102000
T7N,3107,2920,2260,135,120,25,220,0,0,160,74000
T7P,3306,2985,2230,85,55,45,340,0,0,220,69000
T7S,5044,4575,2580,305,140,90,610,0,0,855,103000
T7V,4597,4190,2400,215,390,35,570,0,0,585,105000
T7X,18350,17730,11620,1855,845,60,2245,170,10,930,106000
T7Y,6363,6025,5770,60,5,10,5,0,0,180,130000
T7Z,7870,7505,4500,725,305,105,1285,180,5,400,92000
T8A,16315,15945,13735,485,830,75,570,240,0,5,121000
T8B,2654,2555,2115,55,10,5,325,0,0,50,156000
T8C,1601,1550,1520,0,5,0,0,0,0,20,141000
T8E,3046,2955,2900,0,0,0,0,0,0,50,131000
T8G,1891,1800,1740,0,0,0,0,0,0,55,124000
T8H,12161,11825,7045,1590,750,10,1605,85,0,740,119000
T8L,11748,11210,7420,1430,550,30,1750,0,0,30,113000
T8N,27014,25930,18255,1810,1865,180,3465,290,5,60,117000
T8R,6090,5735,4505,165,405,85,165,125,0,270,109000
T8S,3397,2990,1930,105,130,55,550,0,5,220,101000
T8T,2530,2380,2305,0,0,0,0,0,0,75,153000
T8V,15108,13295,6655,880,785,540,3990,160,5,280,84000
T8W,8107,7550,6190,395,105,390,125,0,0,345,130000
T8X,9164,8550,5585,545,285,295,485,0,5,1355,122000
T9A,6665,6140,3910,405,440,165,980,0,15,225,73500
T9C,3177,2865,2200,100,85,15,350,0,0,115,72500
T9E,13641,13085,8290,1140,1115,165,1580,420,10,370,100000
T9G,2788,2665,2110,165,135,5,230,0,0,15,96000
T9H,11899,9860,3650,505,1225,95,2600,675,5,1100,150000
T9J,1680,1380,485,90,320,35,450,0,0,0,182000
T9K,16052,14115,7925,580,1175,325,2565,170,0,1380,206000
T9M,7706,7000,4800,655,280,45,855,0,0,360,104000
T9N,4101,3655,2650,120,20,100,540,0,0,220,95000
T9S,3330,2630,2120,100,60,20,180,0,0,140,89000
T9V,8928,8010,5575,210,320,65,1570,35,0,230,99000
T9W,3463,3205,2275,200,180,135,245,5,5,165,89000
T9X,2579,2235,1840,20,65,50,160,0,0,100,84000
V0A,10472,7115,4655,325,475,210,810,10,15,605,84000
V0B,20712,15775,11840,385,620,230,1295,0,50,1360,82000
V0C,12878,10530,7525,120,350,45,505,5,25,1955,95000
V0E,39107,30990,24150,915,1000,545,1560,50,120,2645,73500
V0G,14266,12330,10350,175,165,115,550,10,45,925,70000
V0H,32379,26060,19105,595,1285,700,2445,45,90,1795,72500
V0J,24434,21125,16310,525,880,255,1155,5,65,1925,81000
V0K,19913,15435,12430,245,395,220,640,15,35,1460,63600
V0L,2729,2035,1775,35,40,20,0,0,15,155,56000
V0M,5617,4880,3355,160,425,55,350,5,5,530,73500
V0N,39578,31745,24090,790,1795,1415,2060,175,50,1370,77500
V0P,4590,3540,2915,65,130,60,95,0,10,265,57600
V0R,36491,31185,24960,995,735,1020,1275,25,85,2090,77500
V0S,420,180,125,5,10,0,0,0,5,30,66500
V0T,4777,3885,3230,185,90,55,130,0,20,185,62000
V0V,945,685,575,35,30,15,5,0,0,15,59600
V0W,539,290,275,0,10,0,0,0,0,5,61200
V0X,11756,9815,7260,190,330,130,380,0,35,1495,66000
V1A,4706,3990,3130,145,130,55,445,0,60,20,82000
V1B,9993,8930,6855,265,360,805,255,0,25,365,104000
V1C,11418,11015,7555,510,530,250,1295,0,45,820,84000
V1E,9327,8885,5655,235,605,710,1120,5,25,530,74500
V1G,7308,6400,4220,305,340,155,1080,0,5,295,84000
V1H,8036,6695,4915,300,215,310,305,0,10,635,84000
V1J,11169,9910,5280,1010,875,235,1695,145,10,665,104000
V1K,4276,3920,2745,220,230,65,280,0,5,375,69500
V1L,8639,7855,5015,320,260,770,1035,0,120,325,74000
V1M,11591,11270,5725,560,2190,1265,940,280,10,300,115000
V1N,6009,5665,4145,120,210,375,360,0,15,440,85000
V1P,3687,3510,2370,200,90,680,100,10,5,60,110000
V1R,5083,4800,3540,175,190,215,650,0,15,5,72000
V1S,5189,5030,3105,440,710,310,380,0,10,70,112000
V1T,14529,13855,5255,1115,1620,1100,4345,345,65,10,63600
V1V,12545,11285,5600,745,1080,1345,2290,100,10,110,92000
V1W,16616,15665,9465,510,985,910,3055,205,30,500,96000
V1X,14825,14180,5520,1090,1560,1805,3710,210,25,260,77500
V1Y,21289,19335,4780,695,1240,1965,8710,1885,55,0,70000
V1Z,7312,6545,4415,120,180,585,50,0,20,1170,97000
V2A,20112,18930,8230,695,1850,910,5075,1200,120,845,69000
V2B,17582,16865,8200,1640,935,2255,2845,0,50,945,79000
V2C,12668,11940,5345,605,1050,910,2700,855,10,475,79000
V2E,6264,6090,3350,440,1220,330,655,0,10,85,107000
V2G,8371,7755,4510,260,360,560,965,5,20,1070,82000
V2H,3142,3000,2140,105,115,120,210,0,0,305,99000
V2J,10650,9955,7010,210,290,205,1055,0,35,1155,73000
V2K,8977,8605,6360,75,200,280,80,0,20,1595,106000
V2L,5216,4660,1630,415,460,410,1360,305,10,70,60400
V2M,10807,10235,5530,565,625,960,2265,265,5,20,81000
V2N,14062,13200,9340,250,560,855,1035,5,5,1150,103000
V2P,16842,16135,7410,525,1870,560,5255,230,10,280,68500
V2R,22496,21375,12730,960,3635,1110,1915,60,25,930,91000
V2S,21544,20715,6450,390,2205,2810,8430,280,10,140,78500
V2T,20545,19540,5055,600,1500,5940,5535,790,25,95,86000
V2V,13494,12555,7875,275,765,2305,1125,80,10,115,95000
V2W,7807,7530,4935,280,980,1220,30,65,0,25,130000
V2X,20632,19955,8730,445,2820,2165,4685,940,5,170,90000
V2Y,17430,16470,4685,305,6275,2650,1185,1035,5,345,108000
V2Z,6158,5910,4150,45,140,535,45,0,10,985,105000
V3A,19798,18920,6425,340,1905,1670,8255,210,25,80,85000
V3B,24786,23865,6955,695,3200,2750,5700,4545,20,5,88000
V3C,15336,14815,5545,295,2090,2190,4320,365,0,0,102000
V3E,14563,13930,6480,615,2700,2525,880,720,0,5,113000
V3G,9296,8910,5390,405,1060,1645,400,0,0,15,121000
V3H,14946,14390,4850,435,2600,1235,3215,1895,5,150,117000
V3J,19122,18230,5515,235,1190,2285,5240,3745,5,0,86000
V3K,12603,11890,3830,640,850,2420,2680,1285,5,180,90000
V3L,14760,14220,2745,70,555,1460,4380,4985,10,5,85000
V3M,22977,21875,2255,145,1500,2205,8180,7540,30,25,80000
V3N,16270,15560,2105,560,2270,2570,4475,3570,15,0,88000
V3R,21673,20795,5775,170,2580,4135,7395,735,5,5,87000
V3S,33851,32315,12240,755,4880,10480,3620,215,30,100,114000
V3T,19589,18445,1985,215,1205,2280,5750,6990,10,5,73500
V3V,15385,14440,3795,220,1115,5960,3090,160,15,80,96000
V3W,29435,28010,5775,410,4835,7190,9015,125,30,625,94000
V3X,10041,9510,3185,110,1910,3555,685,0,10,55,115000
V3Y,7719,7475,3165,235,1375,655,1715,145,5,180,103000
V3Z,14521,13770,5375,720,4650,1380,1510,105,10,15,112000
V4A,16093,15430,9495,520,1185,865,3235,75,15,35,90000
V4B,11417,10675,2575,80,150,1870,4455,1520,15,5,73000
V4C,15940,15080,7085,320,795,5160,1390,325,10,0,108000
V4E,4065,3930,2955,20,260,570,115,0,0,0,126000
V4G,34,30,20,0,0,0,5,0,0,0,
V4K,10009,9705,5265,535,885,1010,1740,95,15,155,104000
V4L,3666,3510,1840,195,110,145,1120,95,5,0,99000
V4M,7090,6730,4360,60,95,445,1400,265,20,80,106000
V4N,28973,27605,11045,335,6890,6400,2375,380,15,160,109000
V4P,5760,5515,2290,330,1675,295,805,100,0,0,96000
V4R,5817,5625,3750,225,605,990,45,0,0,5,126000
V4S,2738,2645,2235,10,25,350,5,0,5,10,104000
V4T,14223,13335,7305,980,465,750,2385,175,5,1255,83000
V4V,7885,7165,4335,200,255,875,700,0,15,780,92000
V4W,7646,7290,4095,75,790,1340,440,0,20,535,99000
V4X,4394,4180,2990,35,40,1000,65,0,5,40,120000
V4Z,2013,1885,1730,15,40,20,50,0,0,30,111000
V5A,10445,9730,2740,155,2055,1245,1540,1990,5,0,92000
V5B,9000,8540,3155,270,395,1970,1750,990,15,0,91000
V5C,17958,16920,2975,90,330,3170,2780,7535,35,0,87000
V5E,11097,10620,2305,465,735,1670,2625,2800,10,0,78500
V5G,7673,7260,2255,680,755,1945,1545,20,60,0,96000
V5H,21163,19650,775,250,895,1395,5535,10770,30,0,66500
V5J,8860,8460,2310,395,505,2390,2665,165,30,0,87000
V5K,9735,9105,3065,70,255,3995,1580,130,10,0,92000
V5L,10855,10240,805,310,250,1380,7040,415,40,5,69500
V5M,9364,8775,2415,35,200,3965,1830,330,10,0,79500
V5N,16190,15200,2050,715,495,4495,6030,1370,45,0,82000
V5P,11935,11040,2655,50,375,5125,2725,0,110,0,83000
V5R,19741,18620,3075,80,405,7155,3575,4230,100,0,82000
V5S,13449,12730,2015,40,3650,2485,3670,870,0,0,90000
V5T,15246,14275,360,400,365,1010,9315,2800,20,0,79500
V5V,10201,9485,2150,170,220,3970,2835,95,50,0,103000
V5W,8397,7845,1680,150,90,3930,1780,160,55,0,91000
V5X,12047,11055,1730,120,230,5155,2360,1390,75,0,84000
V5Y,9795,9120,1510,220,190,1505,2370,3325,0,0,102000
V5Z,12787,12075,1245,125,550,820,6300,3010,20,0,88000
V6A,11864,10895,355,120,370,390,2860,6785,20,0,50400
V6B,20528,18555,5,0,350,15,525,17655,0,0,81000
V6C,1785,1530,5,0,60,0,0,1465,0,0,88000
V6E,18597,16965,20,5,80,40,2880,13930,15,0,66500
V6G,19683,17885,35,10,125,10,3505,14200,0,0,66000
V6H,10555,10010,700,35,495,165,6115,2475,5,15,79000
V6J,13677,12885,840,395,330,350,7535,3400,30,0,84000
V6K,14837,13980,925,735,295,1820,9085,1115,10,0,89000
V6L,4143,3905,2485,15,190,695,305,220,0,0,103000
V6M,7720,7230,2470,15,330,470,2190,1760,5,0,83000
V6N,5307,4970,3405,30,80,950,500,5,5,0,125000
V6P,14848,14085,4320,635,455,1355,5480,1785,50,0,74000
V6R,9195,8390,2770,320,85,2085,2665,455,10,0,97000
V6S,7315,6365,1885,5,50,1095,895,2435,5,0,84000
V6T,5487,4715,525,75,515,70,1920,1610,0,0,68000
V6V,3729,3550,1460,10,1615,255,170,0,0,35,108000
V6W,1213,1150,210,0,395,75,300,170,0,0,72500
V6X,18510,17410,2230,345,1950,990,4175,7715,5,0,68500
V6Y,21619,20685,2230,390,5280,385,6785,5615,5,0,67000
V6Z,12943,11800,15,0,370,5,25,11390,0,0,80000
V7A,9410,9035,4220,140,1695,1455,1515,5,5,0,90000
V7B,315,300,240,0,0,65,0,0,0,0,114000
V7C,16025,15155,6295,355,2700,1045,3050,1705,5,5,80000
V7E,14215,13785,7560,340,2310,715,2600,260,0,5,100000
V7G,4874,4695,2245,130,535,570,235,975,0,0,131000
V7H,4690,4560,2095,175,895,530,760,100,0,0,127000
V7J,7341,6965,1860,175,970,875,1710,1365,5,10,106000
V7K,4423,4285,2355,5,320,1210,385,5,0,0,143000
V7L,14524,13485,1905,600,740,2210,4610,3405,10,0,89000
V7M,12285,11630,675,290,705,690,5010,4230,5,25,80000
V7N,5796,5565,2920,10,270,1480,750,135,0,0,121000
V7P,6084,5725,1635,45,480,640,1150,1670,0,100,82000
V7R,5610,5380,3730,75,305,880,305,85,0,0,144000
V7S,4286,4010,2895,180,60,290,440,145,0,5,109000
V7T,4439,4100,1480,20,50,470,375,1695,0,15,85000
V7V,7139,6725,2965,120,55,545,670,2360,5,0,92000
V7W,3508,3275,2550,200,195,215,75,45,0,0,154000
V7Z,210,95,90,0,0,0,0,0,0,5,
V8A,9628,8770,6640,285,130,335,950,20,30,380,66500
V8B,7687,7065,2410,620,1205,510,1485,630,15,185,108000
V8C,4381,3605,2340,395,320,50,430,0,5,65,103000
V8E,9507,5475,1730,460,1430,545,1250,15,40,0,100000
V8G,8661,8000,5375,345,485,385,605,0,50,750,90000
V8J,5793,5105,2900,205,285,635,910,60,15,95,95000
V8K,6105,5120,4170,190,180,245,90,0,15,235,77500
V8L,11912,11200,6225,605,835,1380,1905,210,15,25,94000
V8M,7636,7090,3695,195,800,1100,775,25,15,485,92000
V8N,10384,9865,5545,235,625,2335,1095,5,25,0,102000
V8P,8211,7810,3950,215,380,1465,1785,10,5,0,88000
V8R,11470,10980,4340,255,200,1510,4430,225,15,0,81000
V8S,8490,8055,3810,255,95,980,2380,530,10,0,94000
V8T,11040,10385,1310,290,735,1210,5930,880,15,5,62800
V8V,18156,16895,1230,305,780,690,9290,4540,30,25,63200
V8W,5125,4130,0,0,5,15,895,3205,10,0,58000
V8X,11136,10715,3460,285,885,2145,3675,250,10,0,84000
V8Y,4234,4085,2710,110,285,675,85,220,0,0,121000
V8Z,13046,12605,5360,320,1630,3250,1965,60,15,5,95000
V9A,20739,19755,4355,970,1470,2215,7610,2815,20,305,75500
V9B,23436,22370,8235,1085,1710,4525,4540,1480,80,710,92000
V9C,10895,10465,5750,785,550,2500,655,165,20,40,109000
V9E,2187,2105,1720,25,0,280,35,0,5,35,117000
V9G,7150,6745,5110,270,240,215,400,0,40,475,81000
V9H,4262,4085,3410,255,55,70,10,0,5,290,95000
V9J,4087,3825,3460,60,10,40,25,0,0,225,88000
V9K,8530,7635,6265,280,225,110,410,0,10,335,75500
V9L,15935,15140,9510,835,1030,795,2420,0,75,470,76000
V9M,8389,8060,5545,635,530,120,820,0,5,405,83000
V9N,15374,14850,8250,1930,965,480,2700,40,45,435,74000
V9P,13858,13095,9375,665,1025,210,1070,105,25,630,76000
V9R,14937,14040,6560,445,740,2730,2430,655,40,440,67500
V9S,8800,8485,3250,250,480,805,3105,565,25,5,64500
V9T,16015,15400,8980,1105,535,2005,1925,165,25,665,84000
V9V,4762,4620,3015,290,210,330,765,5,0,0,90000
V9W,14293,13655,7830,590,1020,670,2835,0,5,700,74000
V9X,4577,4390,3645,90,5,360,25,0,10,255,94000
V9Y,12975,11970,8710,305,520,435,1315,145,15,530,67000
V9Z,8841,8265,5670,505,335,845,415,20,15,470,89000
X0A,6573,5530,2140,590,1600,20,1070,100,5,5,123000
X0B,1958,1680,760,135,690,15,75,0,0,0,103000
X0C,3189,2715,1375,235,735,155,200,10,5,0,114000
X0E,9021,7305,4950,850,730,65,560,0,90,65,109000
X0G,209,170,145,15,0,0,10,0,5,0,67500
X1A,8373,7730,3510,205,900,310,1945,300,20,545,147000
Y0A,1023,770,610,40,15,10,35,0,10,55,73500
Y0B,5066,3640,3035,175,80,40,120,0,25,170,77000
Y1A,13521,12770,6715,1050,1155,650,1830,60,85,1225,110000
